onset	duration	trial_type	response_time
8.3395	0.7494	cue_reward	n/a
8.3395	3.2495	anticipation_reward	n/a
9.0892	2.5001	isi_reward	n/a
11.5894	0.2633	target	0.2501
12.1268	0.979	feedback_positive_reward	n/a
19.1066	0.7494	cue_neutral	n/a
19.1066	2.2493	anticipation_neutral	n/a
19.8563	1.4998	isi_neutral	n/a
21.3562	0.1633	target	n/a
21.8947	0.9775	feedback_negative_neutral	n/a
24.873	0.7493	cue_reward	n/a
24.873	2.7496	anticipation_reward	n/a
25.6226	2.0003	isi_reward	n/a
27.6231	0.2133	target	0.2005
28.1638	0.9759	feedback_positive_reward	n/a
31.6402	0.7497	cue_reward	n/a
31.6402	2.2492	anticipation_reward	n/a
32.3901	1.4995	isi_reward	n/a
33.8897	0.2133	target	n/a
34.4273	0.9786	feedback_negative_reward	n/a
40.4067	0.7491	cue_reward	n/a
40.4067	3.7494	anticipation_reward	n/a
41.1561	3.0004	isi_reward	n/a
44.1565	0.2633	target	0.2495
44.6954	0.9778	feedback_positive_reward	n/a
54.1737	0.7494	cue_neutral	n/a
54.1737	2.7492	anticipation_neutral	n/a
54.9234	1.9999	isi_neutral	n/a
56.9233	0.2633	target	0.2501
57.4368	0.9866	feedback_positive_neutral	n/a
61.9239	0.7492	cue_neutral	n/a
61.9239	3.2492	anticipation_neutral	n/a
62.6734	2.5	isi_neutral	n/a
65.1735	0.2133	target	0.2003
65.6959	0.9944	feedback_positive_neutral	n/a
70.6906	0.7489	cue_reward	n/a
70.6906	3.7495	anticipation_reward	n/a
71.4398	3.0006	isi_reward	n/a
74.4405	0.2133	target	n/a
74.9654	0.9913	feedback_negative_reward	n/a
79.4574	0.7492	cue_neutral	n/a
79.4574	3.2495	anticipation_neutral	n/a
80.2068	2.5003	isi_neutral	n/a
82.7072	0.2467	target	0.2331
83.2362	0.9877	feedback_positive_neutral	n/a
88.2243	0.7487	cue_reward	n/a
88.2243	2.249	anticipation_reward	n/a
88.9732	1.5003	isi_reward	n/a
90.4736	0.2467	target	0.2335
90.9914	0.982	feedback_positive_reward	n/a
96.9742	0.7489	cue_neutral	n/a
96.9742	2.2493	anticipation_neutral	n/a
